series,episode,baker,result,signature_handshake,technical,showstopper_handshake,signature,signature_ingredients,showstopper,showstopper_ingredients
7,10,Andrew,Runner-up,No,1,No,,,,
7,10,Benjamina,NA,NA,NA,NA,,,,
7,10,Candice,WINNER,Yes,2,No,,,,
7,10,Jane,Runner-up,Yes,3,No,,,,
7,10,Kate,NA,NA,NA,NA,,,,
7,10,Lee,NA,NA,NA,NA,,,,
7,10,Louise,NA,NA,NA,NA,,,,
7,10,Michael,NA,NA,NA,NA,,,,
7,10,Rav,NA,NA,NA,NA,,,,
7,10,Selasi,NA,NA,NA,NA,,,,
7,10,Tom,NA,NA,NA,NA,,,,
7,10,Val,NA,NA,NA,NA,,,,
8,1,Chris,IN,No,12,No,Tropical Fresh Fruit Cake,"mango, pineapple, limoncello liqueur",'Raised Pork Pie and Egg Surprise' Cake,"almond extract, marzipan"
8,1,Flo,IN,No,9,No,Citrus Layer Cake,"lemon curd, candied oranges, candied lemons, buttercream",'One in a Melon' Cake,"melon syrup, chocolate chips, fondant"
8,1,James,IN,No,2,No,"Orange, Rhubarb & Ginger Crumble Cake","orange zest, orange juice, ginger, rhubarb,",'Mock-accino and Croissant' Cake,"coffee buttercream, coffee sponge, marshmallow fondant"
8,1,Julia,IN,No,3,No,Courgette and Lemon Cake,"lemon, zucchini, candied lemon, blueberry",'Russian Doll' Cake,"victoria sponge, raspberry jam, buttercream, fondant"
8,1,Kate,IN,No,1,No,Moroccan Strawberry and Rose Cake,"strawberry, cream cheese frosting, rose water",'Chocolate Terrarium' Cake,"glacier mints, chocolate and coffee butter cream, star anise, chocolate"
8,1,Liam,IN,No,8,No,Apple and Almond Crumble Maple Loaf,"bramley apples, granny smith apples, maple syrup glaze, flaked almonds, nutmeg, cinnamon",'Stackin' Sunday' Cake,"banana, blueberry, marshmallow fondant, granola crumble"
8,1,Peter,OUT,No,10,No,Coconut Cake,"coconut milk, coconut flour, fresh coconut, coconut sugar, buttercream frosting",'Bread on a Breadboard' Cake,"lemon zest, marshmallow fondant "
8,1,Sophie,IN,Yes,5,No,Pineapple and Coconut Sandwich Cake,"toasted coconut flakes, pineapple, coconut, coconut italian meringue buttercream",'Champagne Bottle and Bucket' Cake,"chocolate, cherry syrup, chocolate ganache"
8,1,Stacey,IN,No,11,No,Granny Smith Apple and Walnut Cake,"granny smith apple, walnut streusel, caramel sauce, cinnamon, nutmeg",'Black Evening Clutch Bag' Cake,"red velvet chocolate, chocolate cream cheese frosting"
8,1,Steven,STAR BAKER,Yes,6,No,Bonfire Night Cake,"mini toffee apples, mascarpone cinnamon cream, candied citrus zest",'A Baker's Lunch' Cake,"hazelnut liqueur, fondant, peanut buttercream, chocolate"
8,1,Tom,IN,No,7,No,Gilded Pear and Cardamom Cake,"pear, blakc berry compote, blackberry, green cardamom",'Stack of Books' Cake,"lemon zest, poppy seed"
8,1,Yan,IN,No,4,No,Windfall Apple Crumble Cake,"diced bramley apples, ground cinnamon, caramel",'Banana-ramen' Cake,"banana, marshmallow fondant, mango, rice krispies"
8,2,Chris,OUT,No,11,No,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,"whiskey, orange, dark chocolate, salted caramel, chia seed",'The Great British Sail Off' Game,"rum, ginger, cardamom, orange zest,"
8,2,Flo,IN,No,10,No,Gin Jam Butties,"raspberry gin, raspberry, buttercream",'Pick My Bones' Game,"almond, vanilla extract"
8,2,James,IN,No,3,No,Rhubarb and Custard Whirls,"rhubarb curd, vanilla buttercream, custard powder",'Coppit' Game,"spiced orange, chocolate, ginger, cocoa powder"
8,2,Julia,IN,No,4,No,Middle Eastern Delight Sandwich Biscuits,"pistachio extract, pistachio, cardamom, vanilla and rose jelly, rose water",'A British Baking' Game,"ginger, cocoa powder, lime juice, chocolate, orange liqueur"
8,2,Kate,IN,No,8,No,Coconut Seashells for a Titanic Afternoon Tea,"desiccated coconut, coconut rum cream, pineapple, pineapple curd",'Jungle' Game,"grains of paradise, lemon zest, orange zest, cardamom"
8,2,Liam,IN,No,7,No,Coffee Malted Pecan Shorties,"coffee buttercream, chopped peacan, malt extract",'Classroom Classics' Game,"chocolate, orange, lemon, honey, ginger, cinnamon, cocoa icing"
8,2,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,2,Sophie,IN,No,2,No,Lemon Limoncino Sandwich Biscuits,"limoncino, lemon zest, yuzu juice",'Snakes and Ladders' Game,"dark chocolate, bergamot oil, lemon zest, royal icing"
8,2,Stacey,IN,No,9,No,Sparkly Chocolate and Marshmallow Fluff Cookies,"marshmallow fluff, chocolate, cocoa powder",'Get to School' Game,"cocoa powder, freeze-dried strawberries, vanilla, chocolate"
8,2,Steven,STAR BAKER,No,6,No,Amarpressi Biscuits,"amoretti dough, ground almonds, ground coffee, coffee cream",'Check Bake' Game,"espresso powder, ginger, orange zest, mixed spice"
8,2,Tom,IN,No,5,No,Coffee and Amaretto Kisses,"amaretto liqueur butter cream, espresso powder, chocolate ganache",'Drain Pipes and Ladders' Game,"chocolate, cinnamon buttercream, cocoa powder, peppermint essence, cinnamon, nutmeg"
8,2,Yan,IN,No,1,No,'Mrs. Marian's PB 'n' B' Biscuits,"peanut butter, vanilla extract, banana butter cream",'Adventures in Bakeland' Game,"lemon zest, matcha powder, orange, cardamom"
8,3,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,3,Flo,OUT,No,7,No,Cinnamon and Orange Teacakes,"orange, whisky, cinnamon, nutmeg, sultanas, candied peel",'Davy Jones' Locker' Bread Sculpture,"smoked paprika, sesame seeds, turmeric, beetroot, squid ink"
8,3,James,IN,No,9,No,Nordic Teacakes,"cardamom, orange zest, lemon zest, port soaked sultanas, port soaked cranberries",'Owl in the Woods' Bread Sculpture,"raisin, saffron, walnuts, chocolate, sultanas, green tea, lemon zest"
8,3,Julia,STAR BAKER,No,2,No,Earl Grey Dried Fruit Teacakes,"sultanas, currants, raisins, candied mixed peels, earl grey, cherry, orange marmalade, cinnamon, nutmeg",'The Snail Under a Mushroom' Bread Sculpture,"goats cheese, onion, spinach, parsley, cheddar, bacon, red pepper, paprika, potato, beetroot "
8,3,Kate,IN,No,10,No,Blueberry Buns,"blueberry compote, cardamom, cinnamon butter",'Kraken' Bread Sculpture,"red dulse seaweed, paprika, basil, algae, smoked garlic"
8,3,Liam,IN,No,5,No,Jamaican Spiced Teacakes,"cherry, raisins, irish stout, ginger, cinnamon, almond butter",'Kneadapolitan' Bread Sculpture,"dried apricots, beetroot, cocoa powder"
8,3,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,3,Sophie,IN,No,6,No,Tagine Teacakes,"medjool dates, sumac, fig jam, almonds, apricots",'Picnic Basket' Bread Sculpture,"apple compote, pandan powder, cinnamon, walnuts, tortilla, beetroot"
8,3,Stacey,IN,No,1,No,Cranberry and Cinnamon Teacakes,"cranberry, cinnamon, whipped orange butter, wine jam, dried cranberries",'Ascot Hat' Bread Sculpture,"turmeric, lemon, poppy seeds, sesame seeds, activated charcoal, pesto, tomato sauce"
8,3,Steven,IN,No,3,No,Madras Cocktail Teacakes,"orange zest, dried cranberries, cardamom, vodka butter",'The Bag I Knead' Bread Sculpture,"chorizo, manchego, onion, garlic, spinach, beetroot, chilli chocolate, quince, sherry, chocolate, peppermint"
8,3,Tom,IN,No,4,No,Orange and Cranberry Teacakes,"cranberry, orange, mixed spice, white chocolate, apricot jam",'Pink & Yellow Rose Centrepiece' Bread Sculpture,"beetroot, turmeric, cumin, nigella seeds, pesto"
8,3,Yan,IN,No,8,No,'Mrs P's' Masala Chai Spiced Teacakes,"mango chutney, masala chai milk, crystallised ginger, sultanas, honey",'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,"white chocolate, raspberry glaze, parmesan cheese, spinach, coriander, basil, turmeric"
8,4,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,4,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,4,James,IN,No,2,No,'Windy City' Millionaire Shortbreads,"maple syrup, pecan, chocolate",Nutty Caramel Cake,"muscovado sugar, amaretto liqueur, peanut praline, honey comb, hazelnuts, sesame brittle"
8,4,Julia,IN,No,9,No,Pecan Salted Caramel Millionaire Shortbreads,"pecan, sea salt, golden syrup",Poppy Seed Caramel Cake,"caramelised walnut, poppy seeds, prunes, shards, caramel buttercream"
8,4,Kate,STAR BAKER,No,6,No,Salted Bay Caramel Millionaire Shortbreads,"walnut, bay leaves",Sticky Toffee Apple Caramel Cake,"dried apple, toffee buttercream, medjool dates "
8,4,Liam,IN,Yes,3,No,Salted Peanut Butter Millionaire Shortbreads,"walnut, peanut butter, peanut butter oil, honey, peanut, dark chocolate",White Layered Ginger Caramel Cake,"black treacle, white chocolate buttercream, cinnamon, macadamia praline, ginger syrup, spiced caramel"
8,4,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,4,Sophie,IN,No,4,No,Jaffa Millionaire Shortbreads,"dark chocolate, orange zest, orange juice",Bird's Nest Caramel Cake,"hazelnuts, salted caramel ganache, chocolate, italian meringue butter cream, "
8,4,Stacey,IN,No,1,No,Rum Salted Caramel Millionaire Shortbreads,"rum, lime zest, chilli flakes, chocolate",Chocolate and Coffee Caramel Cake,"chocolate ganache, coffee essence, caramel buttercream"
8,4,Steven,IN,No,7,No,Orange Macadamia Nut Millionaire Shortbreads,"orange zest, macadamia nuts, coffee liqueur, chocolate",Caramel Crown Cake,"freeze-dried raspberries, red velvet, cocoa powder, caramel buttercream"
8,4,Tom,OUT,No,5,No,Stem Ginger Caramel Shortbreads,"chocolate, almond, stem ginger caramel, white chocolate",Hummingbird Cake,"banana, pineapple, lime cream cheese icing, passionfruit cream, pecan praline"
8,4,Yan,IN,No,8,No,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,"orange extract, crystalized ginger, hazelnuts, chocolate",Animals of the Rainforest Caramel Cake,"orange curd, cocoa powder, praline, orange zest, orange juice"
8,5,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,5,James,OUT,No,7,No,Orange and Ginger Steamed School Pudding,"orange, stem ginger, spiced chocolate custard",'The Missed Silver Jubilee' Trifle Terrine,"raspberry, blueberry swiss roll, raspberry panna cotta, blueberry, eton mess mousse, prosecco jelly"
8,5,Julia,IN,No,3,No,Orange & Treacle Steamed School Pudding,"orange caramel sauce, vanilla custard, black treacle, orange",'Opulent Ornament' Trifle Terrine,"vanilla, liquere, prosecco and passion fruit jelly, chocolate mousse, raspberries, strawberries, blueberries"
8,5,Kate,IN,No,8,No,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,"lemon zest, bergamot oil, earl grey custard",'My Great Great Nan's' Raspberry Trifle Terrine,"raspberry meringue cream, raspberry jelly, raspberry, powdered custard"
8,5,Liam,IN,No,2,No,Cherries & Lemons that are 'Baked Well',"glace cherry, dried cherry, lemon zest, ground almonds, vanilla custard, lemon",'Cheers Lads' Trifle Terrine,"chocolate mousse, orange jelly, chai latte panna cotta, brownie"
8,5,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Sophie,STAR BAKER,No,1,No,"Ginger, Fig and Honey Steamed School Pudding","tonka bean marscapone cream, stem ginger, fig, honey","Raspberry, Yuzu & White Chocolate B√ªche Trifle Terrine","raspberry jelly, yuzu custard, white chocolate bavarois, raspberry"
8,5,Stacey,IN,Yes,4,No,Bakewell Tart Steamed School Pudding,"cherry jam, raspberry, ground almonds, vanilla custard",Tropical Trifle Terrine,"pineapple rum jelly, passion fruit, lime eton mess, mango mousse, chilli, coconut"
8,5,Steven,IN,Yes,5,No,Lemon & Blackcurrant Drizzle Steamed School Pudding,"lemon zest, blackcurrant, vanilla custard",'From Across the Jelly Pond' Trifle Terrine,"raspberry jelly, coconut sponge, white chocolate and coconut custard"
8,5,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,5,Yan,IN,Yes,6,No,Mango Fruit Hat Steamed School Pudding,"coconut custard, stem ginger, caramalised coconut flakes, mango, alphonso mango",'Heart of a Hero' Trifle Terrine,"strawberry, raspberry, strawberry mousse, white chocolate mousse, elderflower jelly"
8,6,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,6,James,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Julia,OUT,No,7,No,'Pies from the Tree' Decorative Pies,"sausage meat, sage, onion, apples, smoked paprika",'Special Occasion' Pie,"bluecheese, asparagus and pear salsa, chicken, honey-glazed pears"
8,6,Kate,IN,No,5,No,'Vegetarian Pie Faces' Decorative Pies,"carrots, leeks, celery, potatoes, onions, butterbeans",Potato Curry Pie with Mango & Chilli Glaze,"turmeric, potato, onion, mango, chilli, asparagus"
8,6,Liam,STAR BAKER,No,4,No,'Standard FC' Decorative Pies,"sweet potato, feta cheese, chorizo",'Nan's Sunday Dinner' Pie,"turmeric, fried plantain, curried goat, mango and avocado salsa"
8,6,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Sophie,IN,No,2,No,'The Four Seasons' Decorative Pies,"roasted squash, spinach, blue cheese",Game Pie with Glazed Forest Fruits,"pomegranate and port glaze, minced pork belly, venison, mushroom duxelles, rabbit, wild boar, guinea fowl"
8,6,Stacey,IN,No,6,No,'Love Theme' Decorative Pies,"onion, mince meat, pine nuts, cinnamon, chilli flakes",Indian Hand Raised Pie with Mango,"paneer cheese, lentil curry, eggs, spinach, mango"
8,6,Steven,IN,No,3,No,'Fleetwood Mac' Decorative Pies,"swedish meatballs, lingonberry jam, mashed potato",Christmas Pie,"cranberry relish, brussel sprouts, chestnuts, turkey, pancetta"
8,6,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,6,Yan,IN,No,1,No,'œÄr2' Decorative Pies,"chicken, curry sauce",Chequerboard Pie,"chorizo, chicken, black pudding, spiced sausage meat, fig"
8,7,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,7,James,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Kate,IN,No,6,No,'Happy Hour' Cocktail Cannoli,"limoncello, cream, lemon, campari gin, orange, coffee liqueur, chocolate, ricotta",'Flavour Fusion' Sfogliatelle,"dark chocolate, hazelnuts, lemon, tahini"
8,7,Liam,IN,No,2,No,'Just Doing Me' Cannoli,"lemon, white chocolate, honey, nuts,marshmallow, dark chocolate, ricotta",'Morning Delivery' Sfogliatelle,"maple, pecan, orange, raisins"
8,7,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Sophie,IN,No,3,No,'Classics with a Twist' Cannoli,"amaretto, almonds, ginger, lemon, lime cream, chocolate, hazelnuts, mascarpone cream, gelatine",'Classics' Sfogliatelle,"mango, passion fruit, cherry, almond, chocolate"
8,7,Stacey,IN,No,4,No,My All Time Favourite Desserts,"custard, raspberry jam, lemon cheesecake, white chocolate, tiramisu, cocoa powder, ricotta",Pastry Surprise,"orange, sultana, chocolate, praline creame patissiere, nuts"
8,7,Steven,STAR BAKER,No,1,No,Italian Style Cannoli,"coffee , hazelnuts, almond praline, chocolate, lemon curd, ricotta",'Sicilian-style' Sfogliatelle,"sicilian lemon marmalade, chocolate, orange, ginger"
8,7,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,7,Yan,OUT,No,5,No,Cannoli Cocktails,"rose, mint, amaretto, lime, honey, passion fruit, vanilla, cocoa powder, ricotta",Canadian-Style Sfogliatelle,"lemon, blueberry, pecan praline, maple syrup, bacon dust"
8,8,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,8,James,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Kate,IN,No,2,No,Burrito Bedfordshire Clangers,"brown rice, vegetable filling, spiced rum, flame raisins, banana rice pudding",'Liver Building Turret' Savoy Cake,"toasted pecan, almond extract, chocolate, pondant"
8,8,Liam,OUT,No,5,No,'Take Out' Bedfordshire Clangers,"sundried tomatoes, pine nuts, bramely apples, granny smith apples, pesto chicken, mozzarella, apple, plum",'Fort Wizardore' Savoy Cake,"lemon zest, bourbon caramel sauce, elderflower, chocolate"
8,8,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Sophie,IN,No,4,No,Char Siu & Banana Praline Bedfordshire Clangers,"char siu pork, pecans, dark chocolate, banana",Citrus with Green Apple Croquembouche Savoy Cake,"yuzu powder, yuzu buttercream, green apple crème diplomat, freeze-dried strawberries, croquembouche"
8,8,Stacey,STAR BAKER,Yes,3,No,Camembert & Onion and Apple & Blueberry Bedfordshire Clangers,"camembert, pine nuts, caramelised onions, wild rocket, bramley apples, blueberries, cinnamon custard",'Bright' Lemon & Orange Savoy Cake,"orange, lemon, st clements buttercream, macarons, madeleines, jellies, meringues"
8,8,Steven,IN,No,1,No,'Mediterranean Medley' Bedfordshire Clangers,"sweet potato, feta cheese, medjool dates, figs, onioin, orange blossom",Chestnut Rum Savoy Cake,"chestnut puree, dark rum, orange, cinnamon, apples, candied chestnut, fondant"
8,8,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,8,Yan,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,9,James,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Kate,IN,No,4,No,Bellini and Valencian Orange Choux Buns,"orange cream patissiere, prosecco, peach cream",'Rainbow' Meringue Centrepiece,"italian meringue, blueberry jam, mango and passion fruit cream, strawberry, blueberry"
8,9,Liam,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Sophie,STAR BAKER,No,1,No,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,"strawberry, chestnut puree, rhubarb, vanilla, chocolate, fondant",'Tutu with Opera Filling' Meringue Centrepiece,"buttercream, chocolate ganache, coffee mousse, swiss meringue"
8,9,Stacey,OUT,No,2,No,'Choux-nicorn and Choux-moji' Choux Buns,"crème patissiere, banana chantilly cream, caramel sauce",'Flamingos in Love' Meringue Centrepiece,"white chocolate, italian meringue, passion fruit, raspberry and lemon mousse, vanilla panna cotta"
8,9,Steven,IN,No,3,No,Key Lime Cheesecake and Bakewell Tart Choux Buns,"wholemeal coconut, coconut cream cheese, lime curd, frangipane, almond extract, crème patissiere, raspberry jam",'Some Air Over the Rainbow' Meringue Centrepiece,"lemon italian meringue, blackberry curd, balsamic strawberry eton mess, peppermint white chocolate ganache, macarons"
8,9,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,9,Yan,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Chris,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Flo,NA,NA,NA,NA,NA,NA,NA,NA
8,10,James,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Julia,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Kate,Runner-up,No,3,No,"Roman Spelt, Coconut Kala Chana and Flower Breads","spelt, honey, kala chana, jaggery goor","White Chocolate, Yuzu and Lychee Entremet","black sesame tuile, yuzu zest, coconut, dragon fruit, chocolate, yuzu and white chocolate bavarois"
8,10,Liam,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Peter,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Sophie,WINNER,No,2,No,"Spelt Boules, Mushroom Ciabatta & Orange Plaited Brioche","dried wild mushrooms, shitake mushrooms, orange zest",'Ode to the Honey Bee' Entremet,"honey custard, blackberry jelly, orange blossom, lemon curd, hazelnut feuilletine, lavender mousse, white chocolate, honeycomb"
8,10,Stacey,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Steven,Runner-up,No,1,No,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","garlic, rosemary, fontina cheese, spelt, chocolate chips, cinnamon",'Yin Yang' Entremet,"crème brulee, chocolate mousse, hazelnut, banana, chocolate"
8,10,Tom,NA,NA,NA,NA,NA,NA,NA,NA
8,10,Yan,NA,NA,NA,NA,NA,NA,NA,NA
9,1,Antony,IN,No,12,No,Turmeric and Caraway Goosnargh Cakes,"Mango Chilli Jam, Turmeric","""Kilimanjaro Selfie""","Ginger, cinnamon, chocolate, fondant"
9,1,Briony,IN,No,2,No,Apple Cider Empire Biscuits,"Apple Cider, Caramelised Apple Slice, vanilla shortbread","""Bristol Biscuit Selfie""","Lemon, poppy seed, gin royal icing"
9,1,Dan,IN,No,4,No,Lemon and Strawberry Shrewsburys,"Lemon zest, Strawberry Jam, ","""New Dad in Palm Springs""","Passion fruit butter cream, mango royal icing, almond sugar cookies"
9,1,Imelda,OUT,No,11,No,Cherry and White Chocolate Oatmeal Biscuits,"Cherry, White Chocolate, Oatmeal, Wholemeal flour","""Seaside Selfie""","lemon, ginger, ground almond, vanilla buttercream"
9,1,Jon,IN,No,5,No,Aberffraw 'Creams',"butterscotch swiss meringue buttercream,  shortbread","""A Sailing Selfie by the Sea""","Cinnamon, orange, lemon curd, buttercream, royal icing, white chocolate "
9,1,Karen,IN,No,6,No,Yorkshire Perkins,"Flower paste, mace, corriander, nutmeg","Rosewater and Cardamom ""Holiday Selfie""","royal icing, flower paste, rosewater, cardamom"
9,1,Kim-Joy,IN,No,10,No,Orange Blossom York Biscuits,"Orange Blossom water, edible primula","""Me at Miyajima Shrine""","cinnamon, clove, ginger"
9,1,Luke,IN,No,8,No,Yorkshire Gingernuts,"Lime zest, lime juice, lime buttercream, ginger","""What Happens In Vegas...!""","cinnamon, orange zest, royal icing, cinnamon butter cream"
9,1,Manon,STAR BAKER,No,3,No,Hazelnut Cornish Shortbread,"Clotted cream, hazelnut, milk chocolate",Matcha and White Chocolate Ganache Japanese Selfie,"Matcha ganache, almond royal icing, white chocolate ganache"
9,1,Rahul,IN,No,7,No,Fennel and Coconut Pitcaithly Bannock,"Fennel, Coconut, mixed peel, chocolate","""First Spring in the UK""","Dark chocolate, lemon buttercream, boiled sweets"
9,1,Ruby,IN,No,1,No,Masala Chai Devon Flats,"Cardamom, pistachio, clove, cinnamon, dark chocolate, masala chai","""Gingerbread Marathon Selfie""","Crystallised ginger, gold leaf, marshmallow fondant"
9,1,Terry,IN,No,9,No,Lake District Ginger Shortbread,"Oatmeal, chocolate wafer, crystallised ginger, shortbread","""Brandy Snap Selfie""","Vanilla buttercream, raspberry jam, crushed meringue, brandy snap"
9,2,Antony,IN,No,9,No,Cardamom and Coconut Burfi Traybake,"cardamom, coconut, almond frangipane, pineapple jam","Pistachio, Saffron and Rose Cake","pistachio, saffron swiss meringue buttercream, rose water, edible flowers"
9,2,Briony,IN,No,5,No,Turron and Orange Traybake,"Orange pastry, almond sponge, chocolate ganache, almond turron",Chocolate Fudge and Salted Caramel Creation,"Chocolate fudge, caramel sponge, salted caramel vodka buttercream, dark chocolate, peanut butter"
9,2,Dan,IN,Yes,3,No,Black Forest Slice,"vanilla cream, cherry, kirsch syrup, chocolate",Dark Chocolate and Raspberry Birthday Cake,"dark chocolate, raspberry, raspberry jam, italian meringue buttercream, white chocolate"
9,2,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,2,Jon,IN,No,1,No,Lemon Meringue Traybake,"lemon meringue, white chocolate, lemon, rosemary",Hawaiian Shirt Pina Colada Cake,"pineapple sponge, pineapple curd, coconut, chocolate"
9,2,Karen,IN,No,11,No,Almond and Marzipan Traybake with Rhubarb Jam,"marzipan, almond, rhubarb jam, custard powder, custard royal icing",Strawberry Fayre Chocolate Cake,"dark chocolate, strawberry ganache, strawberry jam, strawberry liqueur "
9,2,Kim-Joy,IN,No,4,No,Pandan Chiffon Cake with Palm Sugar Cream,"pandan, coconut, palm sugar cream, royal icing, sugar spirals",Yuzu and Raspberry Genoise Cat Cake,"genoise sponge, yuzu curd, raspberry, fondant, italian meringue buttercream"
9,2,Luke,OUT,No,7,No,Lemon and Poppy Seed Traybake,"lemon, poppy seed, white chocolate, candied lemon, mascarpone cream",Raspberry and White Chocolate Collar Cake,"whipped double cream, white chocolate, raspberry, chocolate"
9,2,Manon,IN,No,6,No,Rosemary and Honey Traybake,"Pistachio nougatine, honey, rosemary, fig",Almond Princess Cake,"white chocolate, dark chocolate, almond crème diplomate, fondant"
9,2,Rahul,STAR BAKER,No,2,Yes,Lemon and Cardamom Traybake,"italian meringue buttercream, lemon curd, cardamom, joconde sponge , lemon",Chocolate Orange Layer Cake,"dark chocolate, orange syrup, white chocolate swiss meringue, orange, crème au beurre"
9,2,Ruby,IN,No,10,Yes,Boozy Black Forest Traybake,"cherry, dark chocolate, white chocolate, kirsch","Chocolate Orange ""Jackson Pollock"" Collar Cake","chocolate mascarpone, hazelnut cream, orange cream, hazelnut brittle, white chocolate, orange liqueur"
9,2,Terry,IN,No,8,No,Rum and Raisin Traybake,"apple sauce, rum, raisins, dates, dark chocolate ganache, candied walnuts",Champagne and Strawberries Eiffel Tower Collar Cake,"white chocolate, champagne buttercream, strawberry, chocolate"
9,3,Antony,OUT,No,8,No,Decadent Breakfast Chelsea Buns,"cinnamon, peanut butter, boozy caramel sauce, bacon, pecan, rum soaked raisins",Chocolate and Orange Adventure Korovai,"chocolate, apricot and orange liqueur glaze, orange"
9,3,Briony,IN,No,9,No,Balsamic Strawberry Chelsea Buns,"balsamic strawberry glaze, mascarpone icing, raisins, pistachios, balsamic strawberry",Happily Ever After Korovai,"lemon zest, lime zest, orange zest, salted caramel vodka, plaited dough"
9,3,Dan,IN,Yes,6,No,Sticky Spiced Orange Chelsea Buns,"candied orange syrup, brandy soaked sultanas",Wedding Korovai,"orange zest, lemon zest, spiced rum"
9,3,Imelda,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Jon,IN,No,2,No,Cardiff City vs Chelsea Buns,"salted caramel, peacan, fondant icing, pecan butter, marshmallow",Korovai Dydd Dewi Sant,"welsh tea, mixed spice, chopped dried fruit, plaited dough"
9,3,Karen,IN,No,5,No,Peak District Christmas Chelsea Buns,"cranberry, royal icing, glace cherry, flaked almonds, ",French Breakfast Wedding Korovai,"coffee, chocolate chips, matcha "
9,3,Kim-Joy,IN,No,10,No,Pistachio and Cardamom Tangzhong Chelsea Buns,"tangzhong, pistachio, cardamom, lemon zest, royal icing","Orange, Cinnamon and Cranberry 'Kit-ovai'","cinnamon, cranberry"
9,3,Luke,NA,NA,NA,NA,NA,NA,NA,NA
9,3,Manon,IN,No,3,No,"Apricot, Cranberry and Marzipan Chai Chelsea Buns","chai tea, apricot jam glaze, cranberry, marzipan",Faberg√© Inspired Traditional Korovai,"orange blossom, chocolate, lattice"
9,3,Rahul,STAR BAKER,No,4,No,Mango and Cranberry Chelsea Buns,"dried cranberries, mango, mango icing, bengali five spice",Garden Wedding Korovai,"orange zest, lemon zest"
9,3,Ruby,IN,No,7,No,"Gujarela Chelsea Buns with Dates, Almonds and Raisins","ghee, gujarela, dark chocolate, dates, almonds, raisins, vanilla, cinnamon",Mama and Papa's Belated Wedding Korovai,"apricot, almond liqueur, cherry, braided spiral dough, apricot jam glaze, flaked almonds"
9,3,Terry,IN,No,1,No,Tangy Citrus Sticky Chelsea Buns,"apricots, dates, lemon water icing, amalfi lemon, mixed peel",Garden Korovai,"orange, lemon, vanilla, cinnamon butter"
9,4,Antony,NA,NA,NA,NA,NA,NA,NA,NA
9,4,Briony,IN,No,5,No,Treacle Tart Roulade,"mascarpone cream, pears, dried pears, pecan, meringue",Blood Orange & Amaretto Sticky Toffee Sphere,"white chocolate, amaretto, blood orange zest, sticky toffee pudding tart"
